Name,Fraktion,Geschlecht,Twitter_screen_name,Twitter_id,Parlament
"Wiebke Osigus",SPD,weiblich,,,"Niedersächsischer Landtag"
"Florian Oßner",CSU,männlich,Florian_Ossner,1294532364,Bundestag
"Friedrich Ostendorff","Bündnis 90/Die Grünen",männlich,fostendorff,862714045,Bundestag
"Benedikt Oster",SPD,männlich,Beneoster,804452149,"Landtag Rheinland-Pfalz"
"Josef Oster",CDU,männlich,josefoster,28089973,Bundestag
"Ilona Osterkamp-Weber",Grünen,weiblich,,,"Bremische Bürgerschaft"
"Barbara Ostmeier",CDU,weiblich,,,"Schleswig-Holsteinischer Landtag"
"Jochen Ott",SPD,männlich,jochenott,15580217,"Landtag Nordrhein-Westfalen"
"Henning Otte",CDU,männlich,,,Bundestag
"Lisa Otte","Bündnis 90/Die Grünen",weiblich,,,"Hamburgische Bürgerschaft"
"Gerold Joachim Otten",AfD,männlich,gerold_otten,774309860812918784,Bundestag
"Andreas Otto","Bündnis 90/Die Grünen",weiblich,otto_direkt,2790200510,"Abgeordnetenhaus von Berlin"
"Gerald Otto",CDU,männlich,Gerald130964,491398368,"Sächsischer Landtag"
"Cansu Özdemir","DIE LINKE",weiblich,CansuOezdemir,501663381,"Hamburgische Bürgerschaft"
"Cem Özdemir","Bündnis 90/Die Grünen",männlich,cem_oezdemir,19108766,Bundestag
"Mahmut Özdemir",SPD,männlich,oezdemir_spd,1399764944,Bundestag
"Aydan Saliha Özoğuz",SPD,weiblich,oezoguz,83342791,Bundestag
"Mustafa Kemal Öztürk",Grünen,männlich,mustihb,1536497269,"Bremische Bürgerschaft"
"Claus Paal",CDU,männlich,,,"Landtag von Baden-Württemberg"
"Katja Pähle",SPD,weiblich,KatjaPaehle,769547103454556160,"Landtag Sachsen-Anhalt"
"Ingrid Pahlmann",CDU,weiblich,,,Bundestag
"Thomas Palka",AfD,männlich,,,"Landtag von Baden-Württemberg"
"Albrecht Pallas",SPD,männlich,AlbrechtPallas,48011376,"Sächsischer Landtag"
"Dragos Pancescu","Bündnis 90/Die Grünen",männlich,DragosGruene,624519881,"Niedersächsischer Landtag"
"Dietmar Panske",CDU,männlich,effe1900,572120446,"Landtag Nordrhein-Westfalen"
"Dr. Christos Pantazis",SPD,männlich,Ch_Pantazis,25909814,"Niedersächsischer Landtag"
"Sylvia Pantel",CDU,weiblich,sylviapantel,1082464339,Bundestag
"Dirk Panter",SPD,männlich,dirkpanter,421749071,"Sächsischer Landtag"
"Claudia Papst-Dippel",AfD,weiblich,,,"Hessischer Landtag"
"Tim Pargent","Bündnis 90/Die Grünen",männlich,,,"Bayerischer Landtag"
"Markus Paschke",SPD,männlich,MarkusPaschke,3163499392,Bundestag
"Frank Pasemann",AfD,männlich,frank_pasemann,1490376331,Bundestag
"Peter Patt",CDU,männlich,,,"Sächsischer Landtag"
"Martin Maria Otto Felix Patzelt",CDU,männlich,,,Bundestag
"Petra Pau","DIE LINKE",weiblich,petrapaumahe,560467206,Bundestag
"Joachim Paul",AfD,männlich,JoachimPaul_AfD,754072657533042690,"Landtag Rheinland-Pfalz"
"Josefine Paul","Bündnis 90/Die Grünen",weiblich,JosefinePaul,455100118,"Landtag Nordrhein-Westfalen"
"Stephen Paul",FDP,männlich,StephenPaulMdL,759152174433767424,"Landtag Nordrhein-Westfalen"
"Birte Pauls",SPD,weiblich,,,"Schleswig-Holsteinischer Landtag"
"Stefan Pauluhn",SPD,männlich,StefanPauluhn,988115321704853505,"Landtag des Saarlandes"
"Jutta Paulus","Bündnis 90/Die Grünen",weiblich,JuttaPaulusRLP,433766266,EU-Parlament
"Elisabeth (Lisa) Paus","Bündnis 90/Die Grünen",weiblich,lisapaus,569166756,Bundestag
"Dennis Paustian- Döscher","Bündnis 90/Die Grünen",männlich,,,"Hamburgische Bürgerschaft"
"Georg Pazderski",AfD,männlich,Georg_Pazderski,716634913487847425,"Abgeordnetenhaus von Berlin"
"Christian Pegel",SPD,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Dr. Patricia Peill",CDU,weiblich,PatriciaPeill,765540998487367685,"Landtag Nordrhein-Westfalen"
"Milan Pein",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Tobias Pein",SPD,männlich,TobiasVonPein,91352768,"Schleswig-Holsteinischer Landtag"
"Sören Pellmann","DIE LINKE",männlich,linkepelli,74837812,Bundestag
"Maik Penn",CDU,männlich,MaikPenn,817086809935114240,"Abgeordnetenhaus von Berlin"
"Manfred Pentz",CDU,männlich,Ma_Pentz,874552646442549248,"Hessischer Landtag"
"Romy Penz",AfD,weiblich,,,"Sächsischer Landtag"
"Victor Angelo Perli","DIE LINKE",männlich,victorperli,3350681139,Bundestag
"Frank Peschel",AfD,männlich,,,"Sächsischer Landtag"
"Bernd Petelkau",CDU,männlich,petelkau,986910162,"Landtag Nordrhein-Westfalen"
"Tobias Matthias Peterka",AfD,männlich,tobiasmpeterka,2496104640,Bundestag
"Burkhard Peters","Bündnis 90/Die Grünen",männlich,,,"Schleswig-Holsteinischer Landtag"
"Lasse Petersdotter","Bündnis 90/Die Grünen",männlich,L_Petersdotter,1281030504,"Schleswig-Holsteinischer Landtag"
"Mathias Petersen",SPD,männlich,drmpetersen,230156531,"Hamburgische Bürgerschaft"
"Christian Petry",SPD,männlich,cpetrymdb,64159881,Bundestag
"Dr. Frauke Petry",AfD,weiblich,fraukepetry,1273010575,Bundestag
"Gudrun Petzold",AfD,weiblich,,,"Sächsischer Landtag"
"Birgitt Pfeiffer",SPD,weiblich,,,"Bremische Bürgerschaft"
"Dr. Joachim Pfeiffer",CDU,männlich,,,Bundestag
"Harald Pfeiffer",Sonstige,männlich,,,"Landtag von Baden-Württemberg"
"Dr. Werner Pfeil",FDP,männlich,,,"Landtag Nordrhein-Westfalen"
"Tobias Pflüger","DIE LINKE",männlich,tpflueger,16696924,Bundestag
"Sarah Philipp",SPD,weiblich,philipp_fuer_DU,540642431,"Landtag Nordrhein-Westfalen"
"Julia Philippi",CDU,weiblich,,,"Landtag von Baden-Württemberg"
"Michael Piazolo","Freie Wähler",männlich,MichaelPiazolo,2834864151,"Bayerischer Landtag"
"Anja Piel","Bündnis 90/Die Grünen",weiblich,anja_piel,581035364,"Niedersächsischer Landtag"
"Gudrun Pieper",CDU,weiblich,,,"Niedersächsischer Landtag"
"Markus Pieper",CDU,männlich,markuspieperMEP,2979616235,EU-Parlament
"Catherine Pieroth-Manelli","Bündnis 90/Die Grünen",weiblich,,,"Abgeordnetenhaus von Berlin"
"Detlev Pilger",SPD,männlich,detlevpilger,535373865,Bundestag
"Stephan Pilsinger",CSU,männlich,stephpilsinger,819914159915667456,Bundestag
"Boris Pistorius",SPD,männlich,borispistorius,1390088546,"Niedersächsischer Landtag"
"Gerald Pittner","Freie Wähler",männlich,GeraldPittner,1660999328,"Bayerischer Landtag"
"Christian Piwarz",CDU,männlich,,,"Sächsischer Landtag"
"Reinhold Pix","Bündnis 90/Die Grünen",männlich,,,"Landtag von Baden-Württemberg"
"Ole-Christopher Plambeck",CDU,männlich,oleplambeck,586769542,"Schleswig-Holsteinischer Landtag"
"Marion Platta","DIE LINKE",männlich,,,"Abgeordnetenhaus von Berlin"
"Arne Platzberg",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Markus Plenk",AfD,männlich,,,"Bayerischer Landtag"
"Christoph Plett",CDU,männlich,,,"Niedersächsischer Landtag"
"Eva Plonske","Bündnis 90/Die Grünen",weiblich,EvaMariePlonske,1279772372,"Abgeordnetenhaus von Berlin"
"Romina Plonsker",CDU,weiblich,,,"Landtag Nordrhein-Westfalen"
"Dr. Christoph Johannes Ploß",CDU,männlich,,,Bundestag
"Ralf Plötner","DIE LINKE",männlich,,,"Thüringer Landtag"
"Lars Pochnicht",SPD,männlich,pochnicht,2570475867,"Hamburgische Bürgerschaft"
"Dr. Rainer Podeswa",AfD,männlich,,,"Landtag von Baden-Württemberg"
"Paul Viktor Podolay",AfD,männlich,Paul_Podolay,774308243124391937,Bundestag
"Regina Poersch",SPD,weiblich,regina_poersch,3372237947,"Schleswig-Holsteinischer Landtag"
"André Poggenburg",AfD,männlich,PoggenburgAndre,3295871251,"Landtag Sachsen-Anhalt"
"Bernhard Pohl","Freie Wähler",männlich,,,"Bayerischer Landtag"
"Jürgen Pohl",AfD,männlich,Buergerwohl,175071092,Bundestag
"Harald Pohle",SPD,männlich,,,"Landtag Brandenburg"
"Ronald Pohle",CDU,männlich,,,"Sächsischer Landtag"
"Filiz Polat","Bündnis 90/Die Grünen",weiblich,filizgreen,194535434,Bundestag
"Stefan Politze",SPD,männlich,,,"Niedersächsischer Landtag"
"Eckhard Pols",CDU,männlich,,,Bundestag
"Ramona Pop","Bündnis 90/Die Grünen",weiblich,RamonaPop,2365807489,"Abgeordnetenhaus von Berlin"
"Thomas Poreski","Bündnis 90/Die Grünen",männlich,,,"Landtag von Baden-Württemberg"
"Thomas Pörschke",Grünen,männlich,PorschkeThomas,988692552927928320,"Bremische Bürgerschaft"
"Katja Poschmann",SPD,weiblich,PoschmannKatja,974905969086992389,"Landtag Brandenburg"
"Sabine Poschmann",SPD,weiblich,SabinePoschmann,738636568760553472,Bundestag
"Achim Post",SPD,männlich,achim_p,1117749912,Bundestag
"Florian Post",SPD,männlich,florianpost,741532130,Bundestag
"Guido Pott",SPD,männlich,Guido_Pott,583900844,"Niedersächsischer Landtag"
"Ulf Prange",SPD,männlich,,,"Niedersächsischer Landtag"
"Thomas Prantl",AfD,männlich,,,"Sächsischer Landtag"
"Marcus Pretzell",Sonstige,männlich,MarcusPretzell,1274709210,"Landtag Nordrhein-Westfalen"
"Peter Preuß",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Iris Preuß-Buchholz",SPD,weiblich,,,"Landtag Nordrhein-Westfalen"
"Moritz Promny",FDP,männlich,,,"Hessischer Landtag"
"Florian Pronold",SPD,männlich,florianpronold,19257571,Bundestag
"Stephan Protschka",AfD,männlich,protschkastepha,1412287272,Bundestag
"Franz Josef Pschierer",CSU,männlich,,,"Bayerischer Landtag"
"Yanki Pürsün",FDP,männlich,yankiffm,1093905966662406144,"Hessischer Landtag"
"Lucia Puttrich",CDU,weiblich,LuciaPuttrich,39713008,"Hessischer Landtag"
"Miriram Putz","Bündnis 90/Die Grünen",weiblich,,,"Hamburgische Bürgerschaft"
"Henriette Quade","DIE LINKE",weiblich,HenrietteQuade,245275031,"Landtag Sachsen-Anhalt"
"Eva Quante-Brandt",SPD,weiblich,EvaQuanteBrandt,1096350365346398209,"Bremische Bürgerschaft"
"Jan Quast",SPD,männlich,Jan_Quast,1868420712,"Hamburgische Bürgerschaft"
"Charlotte Quik",CDU,weiblich,,,"Landtag Nordrhein-Westfalen"
"Dr. Sascha Markus Raabe",SPD,männlich,,,Bundestag
"Martin Hermann Rabanus",SPD,männlich,martinrabanus,46356949,Bundestag
"Ties Rabe",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Thomas Rachel",CDU,männlich,,,Bundestag
"Detlef  Radke",CDU,männlich,,,"Landtag Sachsen-Anhalt"
"Kerstin Radler","Freie Wähler",weiblich,,,"Bayerischer Landtag"
"Helmut Radlmeier",CSU,männlich,,,"Bayerischer Landtag"
"Kerstin Radomski",CDU,weiblich,,,Bundestag
"Dennis Radtke",CDU,männlich,RadtkeMdEP,922398725183623168,EU-Parlament
"Alexander Gamal Radwan",CSU,männlich,AlexanderRadwan,2831760211,Bundestag
"Ülker Radziwill",SPD,männlich,UelkerRadziwill,2573069617,"Abgeordnetenhaus von Berlin"
"Ernst-Wilhelm Rahe",SPD,männlich,,,"Landtag Nordrhein-Westfalen"
"Andreas Rahm",SPD,männlich,SPD_AndreasRahm,3115101785,"Landtag Rheinland-Pfalz"
"Rainer Rahn",AfD,männlich,Rainer_Rahn,786630157616369664,"Hessischer Landtag"
"Alois Georg Josef Rainer",CSU,männlich,,,Bundestag
"Bodo Ramelow","DIE LINKE",männlich,bodoramelow,21392844,"Thüringer Landtag"
"Dr. Peter Ramsauer",CSU,männlich,,,Bundestag
"Dr. Patrick Rapp",CDU,männlich,,,"Landtag von Baden-Württemberg"
"Stefan Räpple",AfD,männlich,StefanRaepple,786617013422526464,"Landtag von Baden-Württemberg"
"Christof Rasche",FDP,männlich,Chris_Rasche,543531211,"Landtag Nordrhein-Westfalen"
"Thorsten Raschen",CDU,männlich,TRaschen,701132641677004800,"Bremische Bürgerschaft"
"Benjamin Raschke","Bündnis 90/Die Grünen",männlich,Ben_Raschke,30246966,"Landtag Brandenburg"
"Katja Rathje-Hoffmann",CDU,weiblich,,,"Schleswig-Holsteinischer Landtag"
"Beate Raudies",SPD,weiblich,,,"Schleswig-Holsteinischer Landtag"
"Alexander Raue",AfD,männlich,,,"Landtag Sachsen-Anhalt"
"Philipp Raulfs",SPD,männlich,Philipp_Raulfs,75813892,"Niedersächsischer Landtag"
"Daniel Rausch",AfD,männlich,,,"Landtag Sachsen-Anhalt"
"Tobias Rausch",AfD,männlich,,,"Landtag Sachsen-Anhalt"
"Doris Rauscher",SPD,weiblich,,,"Bayerischer Landtag"
"Jaqueline Rauschkolb",SPD,weiblich,JJRauschkolb,160441424,"Landtag Rheinland-Pfalz"
"Claudia Ravensburg",CDU,weiblich,RavensburgC,856561380157272065,"Hessischer Landtag"
"Mechthild Rawert",SPD,weiblich,MechthildRawert,37438947,Bundestag
"Nicole Razavi",CDU,weiblich,nicolerazavi,2486453902,"Landtag von Baden-Württemberg"
"Jan Redmann",CDU,männlich,JanRedmannWk,900292439667343360,"Landtag Brandenburg"
"Sandra Redmann",SPD,weiblich,,,"Schleswig-Holsteinischer Landtag"
"Barbara Regitz",CSU,weiblich,BarbaraRegitz,927502549229465600,"Bayerischer Landtag"
"Katrin Rehak-Nitsche",SPD,weiblich,,,"Landtag Rheinland-Pfalz"
"Henning Rehbaum",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Eckhardt Harald Rehberg",CDU,männlich,,,Bundestag
"Anke Rehlinger",SPD,weiblich,AnkeRehlinger,474792689,"Landtag des Saarlandes"
"Thomas Reich",AfD,männlich,,,"Hamburgische Bürgerschaft"
"Martin Reichardt",AfD,männlich,M_Reichardt_AfD,2545743991,Bundestag
"Christof Reichert",CDU,männlich,,,"Landtag Rheinland-Pfalz"
"Gabriele Reich-Gutjahr",FDP,weiblich,reich_gutjahr,745538444873523201,"Landtag von Baden-Württemberg"
"Guido Reil",AfD,männlich,GuidoReil,802958013644632064,EU-Parlament
"Ute Reimers-Bruns",SPD,weiblich,,,"Bremische Bürgerschaft"
"Daniel Reinhardt","DIE LINKE",männlich,,,"Thüringer Landtag"
"Marc Reinhardt",CDU,männlich,Marc2244,22945978,"Landtag Mecklenburg-Vorpommern"
"Prof. Dr. Wolfgang Reinhart",CDU,männlich,,,"Landtag von Baden-Württemberg"
"Hagen Reinhold",FDP,männlich,,,Bundestag
"Theresa Reintke","Bündnis 90/Die Grünen",weiblich,TerryReintke,560188351,EU-Parlament
"Tobias Reiß",CSU,männlich,,,"Bayerischer Landtag"
"Stefanie Remlinger","Bündnis 90/Die Grünen",weiblich,StefRemlinger,2172431544,"Abgeordnetenhaus von Berlin"
"Johannes Remmel","Bündnis 90/Die Grünen",männlich,johannes_remmel,976766655174008832,"Landtag Nordrhein-Westfalen"
"Ingrid Remmers","DIE LINKE",weiblich,ingrid_remmers,551802475,Bundestag
"Daniel Renkonen","Bündnis 90/Die Grünen",männlich,DanielRenkonen,372304486,"Landtag von Baden-Württemberg"
"Jürgen Renner",SPD,männlich,Juergen_Renner,1187330798,"Landtag des Saarlandes"
"Martin Erwin Renner",AfD,männlich,renner_afd,2535401947,Bundestag
"Martina Renner","DIE LINKE",weiblich,martinarenner,68920005,Bundestag
"Torsten Renz",CDU,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Stephan Reuken",AfD,männlich,StephanReuken,723051579830497280,"Landtag Mecklenburg-Vorpommern"
"Michael Reul",CDU,männlich,,,"Hessischer Landtag"
"Roman Johannes Reusch",AfD,männlich,Roman_Reusch,3105403449,Bundestag
"Ulrich Reuter",FDP,männlich,,,"Landtag Nordrhein-Westfalen"
"Bernd Reuther",FDP,männlich,reuther_bernd,930422173478608903,Bundestag
"Boris Rhein",CDU,männlich,,,"Hessischer Landtag"
"Kay Richert",FDP,männlich,,,"Schleswig-Holsteinischer Landtag"
"Barbara Richstein",CDU,weiblich,brichstein1,712232249207422978,"Landtag Brandenburg"
"Frank Richter",SPD,männlich,,,"Sächsischer Landtag"
"Volker Richter",AfD,männlich,,,"Hessischer Landtag"
"Heiner Rickers",CDU,männlich,,,"Schleswig-Holsteinischer Landtag"
"Lothar Riebsamen",CDU,männlich,,,Bundestag
"Josef Rief",CDU,männlich,,,Bundestag
"Franz Rieger",CSU,männlich,,,"Bayerischer Landtag"
"Isolde Ries",SPD,weiblich,,,"Landtag des Saarlandes"
"Bernd Riexinger","DIE LINKE",männlich,b_riexinger,849012308,Bundestag
"Andreas Rimkus",SPD,männlich,spduesseldorf,30838821,Bundestag
"Markus Rinderspacher",SPD,männlich,m_rinderspacher,4224722859,"Bayerischer Landtag"
"Sven Rissmann",CDU,männlich,,,"Abgeordnetenhaus von Berlin"
"Florian Ritter",SPD,männlich,Roter_Ritter,14908536,"Bayerischer Landtag"
"Jochen Ritter",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Kay Ritter",CDU,männlich,,,"Sächsischer Landtag"
"Peter Ritter","DIE LINKE",männlich,petrimv,1059725617351049216,"Landtag Mecklenburg-Vorpommern"
"Martin  Rivoir",SPD,männlich,martinrivoir,100443786,"Landtag von Baden-Württemberg"
"Sönke Rix",SPD,männlich,SoenkeRix,36327895,Bundestag
"Frank Rock",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"René Rock",FDP,männlich,rock_fdp,2306452874,"Hessischer Landtag"
"Thomas Röckemann",AfD,männlich,thomasroecke,834051722347737089,"Landtag Nordrhein-Westfalen"
"Dennis Rohde",SPD,männlich,dennisrohde,18160122,Bundestag
"Thiemo Röhler",CDU,männlich,Thiemo_Roehler,310820870,"Niedersächsischer Landtag"
"Karl-Wilhelm Röhm",CDU,männlich,,,"Landtag von Baden-Württemberg"
"Claas Rohmeyer",CDU,männlich,claasrohmeyer,354268400,"Bremische Bürgerschaft"
"Lars Rohwer",CDU,männlich,,,"Sächsischer Landtag"
"Daniel Roi",AfD,männlich,Daniel_Roi_AfD,757565586029305856,"Landtag Sachsen-Anhalt"
"Wolfgang Roick",SPD,männlich,RoickWolfgang,935169049977327619,"Landtag Brandenburg"
"Gabi  Rolland",SPD,weiblich,RollandGabi,923882270699720704,"Landtag von Baden-Württemberg"
"Karl Rombach",CDU,männlich,,,"Landtag von Baden-Württemberg"
"Norbert Römer",SPD,männlich,,,"Landtag Nordrhein-Westfalen"
"Lothar Rommelfanger",SPD,männlich,,,"Landtag Rheinland-Pfalz"
"Kristian Ronnenburg","DIE LINKE",männlich,,,"Abgeordnetenhaus von Berlin"
"Johannes August Röring",CDU,männlich,,,Bundestag
"Wolfgang Rose",SPD,männlich,wolfgang_rose,2873611097,"Hamburgische Bürgerschaft"
"Dr. Martin Rosemann",SPD,männlich,martinrosemann,28784085,Bundestag
"Dr. Markus Rösler","Bündnis 90/Die Grünen",männlich,,,"Landtag von Baden-Württemberg"
"Jeannine Rösler","DIE LINKE",weiblich,,,"Landtag Mecklenburg-Vorpommern"
"René Röspel",SPD,männlich,,,Bundestag
"Jan-Marcus Rossa",FDP,männlich,,,"Schleswig-Holsteinischer Landtag"
"Matthias Rößler",CDU,männlich,,,"Sächsischer Landtag"
"Dr. Ernst Dieter Rossmann",SPD,männlich,edrossmann,38645930,Bundestag
"Tabea Rößner","Bündnis 90/Die Grünen",weiblich,tabearoessner,53351462,Bundestag
"Wolf-Dietrich Rost",CDU,männlich,,,"Sächsischer Landtag"
"Clemens Rostock","Bündnis 90/Die Grünen",männlich,Clemens_Rostock,23836866,"Landtag Brandenburg"
"Claudia Benedikta Roth","Bündnis 90/Die Grünen",weiblich,,,Bundestag
"Eugen Roth",SPD,männlich,,,"Landtag des Saarlandes"
"Michael Roth",SPD,männlich,miro_spd,1114675538,Bundestag
"Thomas Roth",FDP,männlich,,,"Landtag Rheinland-Pfalz"
"Astrid Rothe-Beinlich","Bündnis 90/Die Grünen",weiblich,Astrid_RB,34257654,"Thüringer Landtag"
"Thomas Rother",SPD,männlich,Thomasrother,61476951,"Schleswig-Holsteinischer Landtag"
"Dr. Norbert Röttgen",CDU,männlich,,,Bundestag
"Anette Röttger",CDU,weiblich,,,"Schleswig-Holsteinischer Landtag"
"Daniel Rottmann",AfD,männlich,,,"Landtag von Baden-Württemberg"
"Dr. Manuela Rottmann","Bündnis 90/Die Grünen",weiblich,,,Bundestag
"Stefan Rouenhoff",CDU,männlich,StefanRouenhoff,963904327,Bundestag
"Thomas Röwekamp",CDU,männlich,TR_Bremen,1108680958100848640,"Bremische Bürgerschaft"
"Erwin Rüddel",CDU,männlich,erwin_rueddel,33071479,Bundestag
"Günter Rudolph",SPD,männlich,grudolph_,720588639860879360,"Hessischer Landtag"
"Prof. Dr. Karsten Rudolph",SPD,männlich,K_Rudolph_SPD,845383469932957696,"Landtag Nordrhein-Westfalen"
"Thomas Rudy",AfD,männlich,Keineausrede,1363346095,"Thüringer Landtag"
"Corinna Rüffer","Bündnis 90/Die Grünen",weiblich,crueffer,1524735194,Bundestag
"Michael Ruhl",CDU,männlich,MichaelRuhl,17313713,"Hessischer Landtag"
"Marc Ruland",SPD,männlich,Marcruland,1009277342,"Landtag Rheinland-Pfalz"
"Hans-Ulrich Rülke",FDP,männlich,ruelke,42876871,"Landtag von Baden-Württemberg"
"Mark Runge",AfD,männlich,Mark_Runge_AfD,1057951826312601600,"Bremische Bürgerschaft"
"Martin Runge","Bündnis 90/Die Grünen",männlich,,,"Bayerischer Landtag"
"Klaus-Rainer Rupp","DIE LINKE",männlich,,,"Bremische Bürgerschaft"
"Albert Rupprecht",CSU,männlich,,,Bundestag
"Norwich Rüße","Bündnis 90/Die Grünen",männlich,norwichruesse,142297875,"Landtag Nordrhein-Westfalen"
"Sebastian Rüter",SPD,männlich,,,"Landtag Brandenburg"
"Berthold Rüth",CSU,männlich,BertholdRueth,1076223114,"Bayerischer Landtag"
"Susann Rüthrich",SPD,weiblich,susannruethrich,1461997548,Bundestag
"Bernd Rützel",SPD,männlich,,,Bundestag
"Sarah Janina Ryglewski",SPD,weiblich,,,Bundestag
"Harm Rykene",AfD,männlich,,,"Niedersächsischer Landtag"
"Johann Saathoff",SPD,männlich,johann_saathoff,159217491,Bundestag
"Ines Saborowski",CDU,weiblich,,,"Sächsischer Landtag"
"Barbara Saebel","Bündnis 90/Die Grünen",weiblich,,,"Landtag von Baden-Württemberg"
"Nils Saemann",SPD,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Jan Saffe",Grünen,männlich,,,"Bremische Bürgerschaft"
"Ingeborg Sahler-Fesel",SPD,weiblich,,,"Landtag Rheinland-Pfalz"
"Dr. Alexander Saipa",SPD,männlich,alexandersaipa,3120124065,"Niedersächsischer Landtag"
"Raed Saleh",SPD,männlich,,,"Abgeordnetenhaus von Berlin"
"Alexander Salomon","Bündnis 90/Die Grünen",männlich,salomon_alex,279265799,"Landtag von Baden-Württemberg"
"Julika Sandt",FDP,weiblich,JulikaSandt,808460766,"Bayerischer Landtag"
"Emil Sänze",AfD,männlich,,,"Landtag von Baden-Württemberg"
"Manuel Ferdinand Theodor Sarrazin","Bündnis 90/Die Grünen",männlich,manuelsarrazin,17922403,Bundestag
"Thomas Sattelberger",FDP,männlich,th_sattelberger,1296544153,Bundestag
"Stefan Sauer",CDU,männlich,,,Bundestag
"Sarah Sauermann",AfD,weiblich,,,"Landtag Sachsen-Anhalt"
"Alfred Sauter",CSU,männlich,,,"Bayerischer Landtag"
"Christian Sauter",FDP,männlich,,,Bundestag
"Ralph Saxe",Grünen,männlich,SaxeRalph,3247394422,"Bremische Bürgerschaft"
"Doris Sayn-Witthenstien",Sonstige,weiblich,WittgensteinAfD,788420865012695040,"Schleswig-Holsteinischer Landtag"
"Thore Schäck",FDP,männlich,ThoreSchaeck,3091641345,"Bremische Bürgerschaft"
"Max Schad",CDU,männlich,maxschad,553856509,"Hessischer Landtag"
"Robert Schaddach",SPD,männlich,RobertSchaddach,2271561415,"Abgeordnetenhaus von Berlin"
"Anita Schäfer",CDU,weiblich,SchaeferCDU,874474169106395136,Bundestag
